id_registro,data,loja,entradas,horas_equipe,investimento_divulgacao,canal_divulgacao,desconto_campanha_pct,disponibilidade_produtos_pct,espera_media_min,cupons_emitidos,receita_liquida,lucro_bruto
R00261,2024-02-07,L7,262,47.0,119.18,Redes sociais,0,95.1,13.0,44,3214.89,1162.26
R00262,2024-02-07,L6,237,47.1,156.49,Redes sociais,20,93.5,10.0,76,4642.01,1435.88
R00263,2024-02-07,L3,210,46.3,0.00,Sem divulgação,10,95.6,10.2,45,3811.27,1212.32
R00264,2024-02-07,L5,316,54.1,146.95,WhatsApp,15,94.7,13.1,65,5219.96,1624.01
R00265,2024-02-08,L4,124,23.6,0.00,Sem divulgação,5,97.7,8.6,50,3826.68,1394.20
R00266,2024-02-08,L8,120,24.8,0.00,Sem divulgação,0,95.4,7.8,44,2878.90,1116.20
R00267,2024-02-08,L2,148,37.3,0.00,Sem divulgação,0,93.1,7.8,27,1759.40,636.80
R00268,2024-02-08,L1,174,41.8,192.32,Redes sociais,5,96.1,6.9,41,2577.50,1005.61
R00269,2024-02-08,L7,223,40.4,95.26,Mídia local,20,95.0,12.6,52,4520.16,1254.99
R00270,2024-02-08,L6,269,53.6,232.96,Redes sociais,15,90.9,9.9,81,5011.07,1787.03
R00271,2024-02-08,L3,231,43.8,0.00,Sem divulgação,20,96.4,11.7,42,2864.98,728.45
R00272,2024-02-08,L5,237,53.5,108.73,Mídia local,0,94.1,9.5,41,3019.64,1182.70
R00273,2024-02-09,L4,154,31.3,69.24,WhatsApp,5,96.1,9.4,47,2901.75,1101.42
R00274,2024-02-09,L8,205,39.5,181.77,Redes sociais,0,97.2,8.8,63,4664.40,1784.16
R00275,2024-02-09,L2,182,45.3,109.69,Mídia local,0,93.3,7.4,59,4359.70,1698.65
R00276,2024-02-09,L1,258,46.1,143.98,Redes sociais,15,100.0,12.1,88,4709.37,1737.62
R00277,2024-02-09,L7,234,38.9,0.00,Sem divulgação,0,93.4,15.4,31,2997.31,1083.68
R00278,2024-02-09,L6,274,45.4,68.18,WhatsApp,0,93.9,13.9,50,3412.20,1258.58
R00279,2024-02-09,L3,262,44.9,71.56,WhatsApp,10,96.7,12.3,48,3193.93,1037.66
R00280,2024-02-09,L5,238,44.1,0.00,Sem divulgação,5,93.8,12.6,50,3933.91,1493.68
R00281,2024-02-10,L4,147,26.9,0.00,Sem divulgação,0,99.4,10.5,71,5002.06,1912.47
R00282,2024-02-10,L8,189,45.5,72.86,WhatsApp,10,85.4,8.3,37,2614.44,949.64
R00283,2024-02-10,L2,297,48.5,292.02,WhatsApp,10,95.9,12.5,86,6511.76,2102.05
R00284,2024-02-10,L1,251,44.1,122.60,Redes sociais,15,95.2,10.9,76,4607.27,1585.28
R00285,2024-02-10,L7,265,47.4,133.35,Mídia local,5,97.7,12.2,69,5666.77,1778.04
R00286,2024-02-10,L6,308,55.3,111.44,Redes sociais,0,95.1,11.6,83,6444.14,2353.00
R00287,2024-02-10,L3,316,55.8,132.89,WhatsApp,15,95.7,14.1,69,5069.64,1456.64
R00288,2024-02-10,L5,374,62.0,223.84,WhatsApp,5,95.4,14.3,50,3782.82,1384.18
R00289,2024-02-12,L4,126,30.7,0.00,Sem divulgação,0,97.4,7.1,37,3132.73,1227.98
R00290,2024-02-12,L8,192,39.9,169.03,Redes sociais,5,96.7,8.4,59,4088.70,1547.12
R00291,2024-02-12,L2,117,34.8,0.00,Sem divulgação,20,97.7,7.9,45,3114.64,901.68
R00292,2024-02-12,L1,182,39.7,81.81,Redes sociais,15,96.7,10.6,65,3599.80,1350.96
R00293,2024-02-12,L7,241,49.7,159.15,Mídia local,0,95.7,10.9,44,3630.00,1363.17
R00294,2024-02-12,L6,243,43.4,88.15,Mídia local,0,93.5,12.5,50,3700.92,1390.87
R00295,2024-02-12,L3,325,42.7,223.25,WhatsApp,10,95.0,16.1,35,2512.51,791.32
R00296,2024-02-12,L5,197,50.9,0.00,Sem divulgação,15,96.5,8.5,42,3243.71,1083.95
R00297,2024-02-13,L4,104,34.6,0.00,Sem divulgação,15,100.0,4.3,62,5095.50,1783.14
R00298,2024-02-13,L8,118,31.4,0.00,Sem divulgação,5,95.8,6.4,39,3426.52,1270.89
R00299,2024-02-13,L2,136,28.5,0.00,Sem divulgação,15,98.3,11.5,44,3008.28,953.52
R00300,2024-02-13,L1,217,40.8,188.47,Redes sociais,10,97.5,11.1,62,3881.85,1478.59
R00301,2024-02-13,L7,193,51.4,179.21,WhatsApp,0,94.1,7.5,44,3072.65,1130.46
R00302,2024-02-13,L6,184,42.3,0.00,Sem divulgação,10,95.7,8.5,66,5016.18,1770.27
R00303,2024-02-13,L3,299,51.4,60.85,Redes sociais,10,94.8,11.7,57,4072.18,1305.20
R00304,2024-02-13,L5,225,51.0,0.00,Sem divulgação,10,95.3,10.7,56,3815.25,1315.16
R00305,2024-02-14,L4,110,28.0,0.00,Sem divulgação,20,95.2,6.4,45,2422.46,780.12
R00306,2024-02-14,L8,211,36.1,140.40,WhatsApp,15,98.0,11.3,85,5357.12,1818.60
R00307,2024-02-14,L2,185,42.4,229.91,Redes sociais,0,82.2,9.2,34,2626.48,990.31
R00308,2024-02-14,L1,220,43.8,86.40,Redes sociais,0,96.6,8.6,58,3652.81,1464.96
R00309,2024-02-14,L7,170,41.7,0.00,Sem divulgação,15,93.5,7.4,59,3552.45,1057.78
R00310,2024-02-14,L6,187,40.4,0.00,Sem divulgação,0,94.7,9.1,43,2701.79,982.45
R00311,2024-02-14,L3,207,49.9,0.00,Sem divulgação,0,96.7,8.2,48,3658.61,1322.59
R00312,2024-02-14,L5,253,49.9,0.00,Sem divulgação,0,93.4,10.0,34,2681.91,1053.55
R00313,2024-02-15,L4,150,37.3,156.04,Redes sociais,10,96.4,7.4,76,5523.72,1951.86
R00314,2024-02-15,L8,125,35.6,0.00,Sem divulgação,10,94.8,5.6,46,3357.19,1276.22
R00315,2024-02-15,L2,187,38.2,91.32,WhatsApp,15,96.1,10.1,62,4130.51,1260.08
R00316,2024-02-15,L1,142,43.5,0.00,Sem divulgação,10,97.6,6.6,46,2724.96,1069.29
R00317,2024-02-15,L7,173,33.5,0.00,Sem divulgação,0,95.2,9.1,33,2478.25,911.55
R00318,2024-02-15,L6,204,44.1,0.00,Sem divulgação,5,92.7,10.8,41,2718.00,1016.17
R00319,2024-02-15,L3,273,51.2,101.39,Redes sociais,10,98.6,11.3,60,4691.47,1433.24
R00320,2024-02-15,L5,251,44.2,0.00,Sem divulgação,15,93.1,10.9,55,4079.04,1278.17
R00321,2024-02-16,L4,136,29.2,0.00,Sem divulgação,10,98.8,7.5,57,3905.09,1298.26
R00322,2024-02-16,L8,212,39.8,177.44,Redes sociais,0,96.9,12.2,65,4087.41,1611.21
R00323,2024-02-16,L2,218,39.6,64.70,Redes sociais,15,95.1,10.8,69,3939.27,1201.50
R00324,2024-02-16,L1,215,45.3,79.84,Redes sociais,20,95.1,9.7,55,2521.14,836.30
R00325,2024-02-16,L7,224,45.4,0.00,Sem divulgação,0,92.2,10.4,37,3305.91,1051.88
R00326,2024-02-16,L6,268,52.0,136.50,WhatsApp,15,94.5,10.9,74,5259.53,1754.47
R00327,2024-02-16,L3,305,53.8,95.35,Redes sociais,0,96.8,10.7,46,2974.90,1037.44
R00328,2024-02-16,L5,300,55.7,0.00,Sem divulgação,0,96.1,13.5,50,3189.34,1243.49
R00329,2024-02-17,L4,134,38.9,87.61,WhatsApp,0,84.0,5.7,29,2308.69,902.78
R00330,2024-02-17,L8,214,41.4,216.87,Mídia local,0,96.1,10.5,73,4854.35,1906.82
R00331,2024-02-17,L2,207,43.2,130.04,Redes sociais,15,96.5,10.3,72,5043.10,1568.97
R00332,2024-02-17,L1,251,52.4,180.51,WhatsApp,15,97.5,10.0,71,4208.74,1538.92
R00333,2024-02-17,L7,186,42.2,0.00,Sem divulgação,5,95.8,9.9,54,4060.46,1380.00
R00334,2024-02-17,L6,296,55.4,125.26,Redes sociais,0,96.5,11.3,53,3357.15,1261.09
R00335,2024-02-17,L3,283,60.0,96.73,Mídia local,5,93.5,11.1,32,2429.33,796.02
R00336,2024-02-17,L5,283,60.1,155.68,Redes sociais,15,92.9,9.8,67,4815.71,1644.04
R00337,2024-02-19,L4,106,31.4,0.00,Sem divulgação,20,95.9,6.9,52,2462.02,756.44
R00338,2024-02-19,L8,150,30.6,0.00,Sem divulgação,20,94.1,9.1,51,2895.91,979.71
R00339,2024-02-19,L2,193,43.3,265.30,Mídia local,5,95.1,8.3,61,4706.15,1694.49
R00340,2024-02-19,L1,160,32.6,0.00,Sem divulgação,5,95.5,9.8,51,3056.85,1219.80
R00341,2024-02-19,L7,238,40.1,71.03,Redes sociais,10,94.9,11.1,60,5254.30,1615.82
R00342,2024-02-19,L6,236,48.6,117.05,Mídia local,10,94.5,9.3,68,4750.80,1721.92
R00343,2024-02-19,L3,274,44.4,119.59,Redes sociais,20,98.6,13.7,68,4751.09,1349.84
R00344,2024-02-19,L5,216,39.4,0.00,Sem divulgação,0,79.2,12.8,15,1039.87,415.24
R00345,2024-02-20,L4,134,31.1,190.87,WhatsApp,0,97.3,7.8,41,2827.50,1073.89
R00346,2024-02-20,L8,149,35.9,175.72,Redes sociais,20,96.0,9.0,62,3416.23,1065.94
R00347,2024-02-20,L2,177,37.3,216.25,WhatsApp,5,96.1,9.3,50,3550.78,1254.70
R00348,2024-02-20,L1,182,41.4,148.83,Mídia local,0,96.3,7.6,42,2243.28,938.50
R00349,2024-02-20,L7,243,47.2,136.93,Redes sociais,5,94.5,8.8,54,4296.76,1471.43
R00350,2024-02-20,L6,147,45.2,0.00,Sem divulgação,5,94.0,7.9,35,1982.38,700.94
R00351,2024-02-20,L3,267,44.1,149.60,Redes sociais,0,96.0,11.1,44,4437.61,1504.83
R00352,2024-02-20,L5,225,46.1,47.25,Redes sociais,0,95.0,10.6,64,4652.40,1815.85
R00353,2024-02-21,L4,118,27.8,0.00,Sem divulgação,15,97.2,8.8,44,3609.49,1293.03
R00354,2024-02-21,L8,148,27.4,0.00,Sem divulgação,0,95.8,10.6,40,2444.94,980.98
R00355,2024-02-21,L2,172,43.0,85.92,Mídia local,10,94.6,8.2,56,4338.86,1482.83
R00356,2024-02-21,L1,220,47.3,114.94,WhatsApp,0,96.7,8.9,58,3990.53,1690.85
R00357,2024-02-21,L7,251,48.3,195.64,Redes sociais,5,94.6,10.2,69,5568.27,1941.78
R00358,2024-02-21,L6,284,51.4,125.58,Redes sociais,5,94.2,12.3,73,4752.89,1704.99
R00359,2024-02-21,L3,223,52.5,100.87,Redes sociais,0,90.6,8.9,38,3193.67,1155.24
R00360,2024-02-21,L5,190,54.5,171.26,Redes sociais,10,94.4,6.9,61,3829.81,1360.50
R00361,2024-02-22,L4,79,29.1,0.00,Sem divulgação,20,96.2,3.7,43,2696.54,814.30
R00362,2024-02-22,L8,94,29.6,0.00,Sem divulgação,5,93.7,6.8,27,1624.98,603.77
R00363,2024-02-22,L2,157,36.4,126.45,Redes sociais,0,94.1,8.8,37,3273.79,1215.11
R00364,2024-02-22,L1,193,40.1,75.15,Redes sociais,15,97.0,8.6,64,4386.74,1502.15
R00365,2024-02-22,L7,208,37.2,0.00,Sem divulgação,15,96.7,13.0,37,2604.34,779.14
R00366,2024-02-22,L6,199,43.4,72.45,Mídia local,0,96.5,9.7,50,3786.23,1437.42
R00367,2024-02-22,L3,247,48.6,155.88,Redes sociais,20,96.0,10.9,69,4959.20,1302.07
R00368,2024-02-22,L5,292,57.1,55.29,WhatsApp,15,96.5,11.3,72,4522.08,1624.18
R00369,2024-02-23,L4,170,44.7,312.82,Mídia local,5,99.4,6.1,83,6946.51,2605.07
R00370,2024-02-23,L8,285,44.4,420.00,Redes sociais,10,97.5,13.4,80,4514.97,1690.26
R00371,2024-02-23,L2,161,33.6,0.00,Sem divulgação,0,95.5,8.9,47,3521.51,1342.14
R00372,2024-02-23,L1,203,42.8,0.00,Sem divulgação,5,96.3,8.3,67,4453.64,1790.22
R00373,2024-02-23,L7,182,43.2,0.00,Sem divulgação,10,97.0,8.8,64,4194.17,1263.43
R00374,2024-02-23,L6,281,53.8,117.57,WhatsApp,10,94.5,11.3,57,3728.86,1306.58
R00375,2024-02-23,L3,253,46.6,0.00,Sem divulgação,10,96.1,12.9,45,3777.22,1166.10
R00376,2024-02-23,L5,289,53.0,186.09,Redes sociais,0,94.5,11.9,32,2238.41,853.80
R00377,2024-02-24,L4,222,43.9,195.10,WhatsApp,0,96.8,9.0,90,6795.37,2608.77
R00378,2024-02-24,L8,164,32.6,0.00,Sem divulgação,10,97.9,11.0,58,3819.90,1438.93
R00379,2024-02-24,L2,291,48.2,252.50,Redes sociais,0,96.2,13.4,58,3593.85,1336.34
R00380,2024-02-24,L1,222,52.2,206.74,Redes sociais,0,92.5,8.7,57,3674.87,1492.78
R00381,2024-02-24,L7,281,52.7,105.54,Redes sociais,0,94.3,12.1,58,4561.54,1672.00
R00382,2024-02-24,L6,235,44.3,0.00,Sem divulgação,5,96.2,11.8,64,4125.66,1509.24
R00383,2024-02-24,L3,317,59.4,293.55,WhatsApp,15,94.7,11.7,59,5153.16,1373.45
R00384,2024-02-24,L5,338,58.4,265.90,Redes sociais,10,94.0,12.9,54,5348.76,1903.88
R00385,2024-02-26,L4,115,28.5,0.00,Sem divulgação,10,95.2,6.7,54,3595.42,1274.54
R00386,2024-02-26,L8,135,42.6,92.26,Mídia local,0,96.6,4.9,43,3140.01,1296.00
R00387,2024-02-26,L2,180,35.4,0.00,Sem divulgação,5,97.6,11.2,43,3117.49,1111.94
R00388,2024-02-26,L1,226,43.0,70.36,WhatsApp,10,97.6,9.2,72,3888.10,1468.56
R00389,2024-02-26,L7,220,47.2,67.01,WhatsApp,10,93.6,9.0,60,4116.41,1351.96
R00390,2024-02-26,L6,200,36.7,0.00,Sem divulgação,15,94.0,12.7,38,2631.08,787.08
R00391,2024-02-26,L3,215,43.0,85.05,Redes sociais,0,96.4,11.2,26,1958.55,683.04
R00392,2024-02-26,L5,296,51.3,61.63,Mídia local,5,98.2,12.6,63,4792.39,1752.71
R00393,2024-02-27,L4,142,32.1,73.00,Redes sociais,15,96.7,8.0,55,2961.15,913.63
R00394,2024-02-27,L8,111,31.1,0.00,Sem divulgação,0,93.9,5.9,30,2389.73,966.64
R00395,2024-02-27,L2,126,27.8,0.00,Sem divulgação,15,93.1,9.5,43,2660.72,894.68
R00396,2024-02-27,L1,228,49.2,162.60,Redes sociais,10,97.2,7.7,60,3293.39,1227.10
R00397,2024-02-27,L7,204,34.4,0.00,Sem divulgação,0,94.6,11.9,43,3368.89,1249.99
R00398,2024-02-27,L6,194,47.2,0.00,Sem divulgação,5,96.3,8.1,65,5372.08,1990.56
R00399,2024-02-27,L3,297,51.7,189.65,WhatsApp,15,95.7,11.3,68,6016.47,1796.45
R00400,2024-02-27,L5,260,49.8,160.84,WhatsApp,0,99.0,12.8,39,3112.04,1254.82
R00401,2024-02-28,L4,113,27.6,0.00,Sem divulgação,15,98.6,7.0,63,4259.19,1441.69
R00402,2024-02-28,L8,124,39.1,42.31,Mídia local,20,97.3,6.4,62,3405.81,1111.14
R00403,2024-02-28,L2,152,30.1,41.52,Mídia local,5,96.7,11.5,42,3360.42,1200.76
R00404,2024-02-28,L1,224,41.5,36.05,Redes sociais,0,96.7,9.4,48,3146.67,1267.50
R00405,2024-02-28,L7,210,45.7,282.91,WhatsApp,10,97.1,8.5,71,5327.60,1685.38
R00406,2024-02-28,L6,165,41.0,0.00,Sem divulgação,5,95.7,9.4,55,4080.22,1431.36
R00407,2024-02-28,L3,214,36.3,0.00,Sem divulgação,10,97.6,12.1,48,3441.49,1062.36
R00408,2024-02-28,L5,254,44.9,0.00,Sem divulgação,0,97.5,12.8,52,5104.59,2012.71
R00409,2024-02-29,L4,110,30.5,0.00,Sem divulgação,5,96.4,5.8,40,3246.79,1201.90
R00410,2024-02-29,L8,169,33.9,85.52,Redes sociais,10,95.4,9.5,48,3053.10,1087.61
R00411,2024-02-29,L2,153,32.7,0.00,Sem divulgação,5,96.0,8.1,50,3264.91,1165.40
R00412,2024-02-29,L1,227,44.3,283.55,Redes sociais,10,98.0,10.5,73,4372.41,1625.39
R00413,2024-02-29,L7,159,44.1,0.00,Sem divulgação,10,93.5,5.4,48,3285.05,1056.11
R00414,2024-02-29,L6,234,45.1,0.00,Sem divulgação,10,98.5,11.2,65,4862.46,1740.87
R00415,2024-02-29,L3,247,50.1,78.42,Mídia local,10,97.5,10.0,34,2938.12,887.84
R00416,2024-02-29,L5,279,54.2,183.80,WhatsApp,15,92.1,10.6,52,2964.61,1023.95
R00417,2024-03-01,L4,102,24.9,0.00,Sem divulgação,10,97.4,8.5,33,2020.06,693.57
R00418,2024-03-01,L8,123,26.3,0.00,Sem divulgação,5,95.1,8.7,40,3009.46,1145.41
R00419,2024-03-01,L2,188,31.1,106.30,Mídia local,20,94.6,11.9,58,4206.32,1279.91
R00420,2024-03-01,L1,135,35.9,0.00,Sem divulgação,15,95.1,7.8,46,2955.74,1066.65
R00421,2024-03-01,L7,148,38.4,0.00,Sem divulgação,15,92.9,8.5,33,3015.47,839.47
R00422,2024-03-01,L6,242,47.3,281.50,Redes sociais,5,97.6,11.6,66,4327.87,1511.51
R00423,2024-03-01,L3,187,36.4,0.00,Sem divulgação,15,98.6,10.8,52,3790.68,1050.91
R00424,2024-03-01,L5,213,49.1,82.38,Redes sociais,0,95.1,11.7,41,3250.15,1270.02
R00425,2024-03-02,L4,77,26.5,0.00,Sem divulgação,15,96.6,3.6,44,3038.02,998.38
R00426,2024-03-02,L8,153,32.1,91.47,WhatsApp,15,92.8,8.9,47,2767.43,935.08
R00427,2024-03-02,L2,109,31.0,0.00,Sem divulgação,15,86.7,6.3,20,1492.82,444.97
R00428,2024-03-02,L1,150,41.6,150.16,Redes sociais,20,97.1,7.2,56,3064.92,1070.03
R00429,2024-03-02,L7,254,50.5,157.31,Redes sociais,0,95.5,10.8,52,4037.50,1418.38
R00430,2024-03-02,L6,169,40.0,0.00,Sem divulgação,15,95.4,8.4,53,3243.00,1049.79
R00431,2024-03-02,L3,211,44.3,132.64,Redes sociais,15,95.3,9.8,41,3706.68,1086.93
R00432,2024-03-02,L5,299,51.0,91.22,Redes sociais,10,94.2,13.1,65,5107.73,1871.78
R00433,2024-03-04,L4,104,32.2,65.26,WhatsApp,5,94.9,6.7,39,2648.17,941.55
R00434,2024-03-04,L8,117,35.9,90.19,WhatsApp,0,96.9,6.2,47,2906.91,1148.24
R00435,2024-03-04,L2,144,34.1,0.00,Sem divulgação,0,94.7,7.3,35,2405.31,894.24
R00436,2024-03-04,L1,190,36.2,112.41,Redes sociais,0,96.8,11.0,57,3773.97,1574.67
R00437,2024-03-04,L7,189,31.4,0.00,Sem divulgação,20,95.0,11.0,77,5392.39,1554.39
R00438,2024-03-04,L6,161,35.0,0.00,Sem divulgação,0,96.3,9.5,37,2572.97,981.51
R00439,2024-03-04,L3,217,43.6,59.03,Redes sociais,20,97.1,10.8,39,3236.39,859.39
R00440,2024-03-04,L5,243,45.5,84.78,Redes sociais,5,93.9,11.7,29,2066.38,764.84
R00441,2024-03-05,L4,130,30.2,86.73,WhatsApp,0,99.3,7.8,36,2767.93,1030.79
R00442,2024-03-05,L8,109,27.2,0.00,Sem divulgação,10,98.3,6.9,44,2668.62,983.78
R00443,2024-03-05,L2,205,33.8,148.97,Redes sociais,15,96.7,12.9,60,4695.36,1480.78
R00444,2024-03-05,L1,159,32.9,0.00,Sem divulgação,0,95.4,9.8,37,2364.97,991.83
R00445,2024-03-05,L7,187,39.5,95.20,WhatsApp,5,96.0,10.5,48,4556.00,1460.01
R00446,2024-03-05,L6,232,46.7,323.13,Redes sociais,15,94.7,11.4,60,3571.76,1181.23
R00447,2024-03-05,L3,232,48.5,132.38,Redes sociais,20,95.8,9.9,70,5195.01,1186.50
R00448,2024-03-05,L5,224,49.6,171.49,Redes sociais,5,90.1,9.9,35,2322.47,886.96
R00449,2024-03-06,L4,81,27.9,0.00,Sem divulgação,5,98.6,5.4,40,2476.07,936.34
R00450,2024-03-06,L8,160,29.2,123.61,WhatsApp,0,94.0,11.2,32,2348.87,944.18
R00451,2024-03-06,L2,102,29.0,0.00,Sem divulgação,5,96.8,4.3,37,2494.21,855.73
R00452,2024-03-06,L1,175,35.2,84.73,WhatsApp,15,95.7,11.5,49,2930.44,1031.99
R00453,2024-03-06,L7,233,37.6,83.78,Mídia local,5,94.8,12.9,36,2708.07,919.25
R00454,2024-03-06,L6,172,36.8,0.00,Sem divulgação,10,94.3,8.3,53,3094.31,1043.98
R00455,2024-03-06,L3,137,40.1,0.00,Sem divulgação,15,94.5,6.0,37,2195.30,681.14
R00456,2024-03-06,L5,270,46.6,151.49,Redes sociais,20,95.6,14.3,45,3378.15,1109.50
R00457,2024-03-07,L4,97,25.6,0.00,Sem divulgação,0,95.4,7.8,38,2700.21,1031.83
R00458,2024-03-07,L8,162,34.6,103.87,Mídia local,10,96.2,8.1,59,4396.58,1575.61
R00459,2024-03-07,L2,124,35.2,0.00,Sem divulgação,0,94.2,5.3,34,2533.71,955.04
R00460,2024-03-07,L1,200,46.2,192.77,Redes sociais,5,87.3,9.4,58,3316.12,1291.56
R00461,2024-03-07,L7,154,33.8,0.00,Sem divulgação,5,96.7,8.7,35,2995.18,1004.06
R00462,2024-03-07,L6,179,46.1,172.78,Redes sociais,0,96.2,6.2,48,3956.52,1509.78
R00463,2024-03-07,L3,167,40.8,0.00,Sem divulgação,5,96.2,6.8,44,3598.03,1192.11
R00464,2024-03-07,L5,220,52.8,127.55,Mídia local,10,94.3,9.5,60,3741.54,1333.77
R00465,2024-03-08,L4,140,38.9,127.29,Redes sociais,5,96.8,5.5,57,4207.38,1637.72
R00466,2024-03-08,L8,177,41.0,214.71,Redes sociais,15,95.9,6.5,91,5462.58,1897.55
R00467,2024-03-08,L2,193,38.9,127.19,WhatsApp,5,94.3,9.8,69,5043.44,1833.22
R00468,2024-03-08,L1,153,40.8,110.94,Mídia local,20,95.1,8.5,62,3303.52,1093.47
R00469,2024-03-08,L7,191,41.9,97.62,WhatsApp,0,97.0,8.6,55,4152.93,1503.44
R00470,2024-03-08,L6,193,41.6,0.00,Sem divulgação,0,96.4,10.5,64,4850.55,1828.07
R00471,2024-03-08,L3,200,46.8,100.87,Redes sociais,20,98.0,9.7,60,4662.23,1367.33
R00472,2024-03-08,L5,270,49.7,153.49,Mídia local,5,96.5,11.1,84,5465.05,2057.69
R00473,2024-03-09,L4,130,34.5,0.00,Sem divulgação,10,97.6,7.4,55,3911.49,1292.02
R00474,2024-03-09,L8,137,32.9,0.00,Sem divulgação,0,96.4,7.6,54,3640.98,1454.13
R00475,2024-03-09,L2,201,36.4,97.81,Mídia local,0,97.6,11.3,66,4708.28,1697.51
R00476,2024-03-09,L1,218,43.9,107.66,WhatsApp,5,94.3,10.7,51,3107.27,1201.78
R00477,2024-03-09,L7,267,49.6,167.51,Mídia local,0,94.8,10.6,55,4407.87,1568.11
R00478,2024-03-09,L6,222,51.6,127.73,WhatsApp,10,95.4,9.6,73,4871.81,1644.91
R00479,2024-03-09,L3,260,43.6,0.00,Sem divulgação,5,96.4,13.6,30,2355.86,774.12
R00480,2024-03-09,L5,357,54.9,68.37,WhatsApp,0,95.7,14.5,62,4085.69,1573.80
R00481,2024-03-11,L4,80,19.3,0.00,Sem divulgação,15,97.4,8.1,39,2592.24,898.92
R00482,2024-03-11,L8,116,32.1,0.00,Sem divulgação,0,92.5,6.2,40,2910.94,1117.80
R00483,2024-03-11,L2,197,33.7,228.97,Redes sociais,15,95.1,13.0,47,2663.53,753.40
R00484,2024-03-11,L1,170,36.3,166.37,Redes sociais,15,92.9,10.5,37,2124.51,793.43
R00485,2024-03-11,L7,117,33.8,0.00,Sem divulgação,5,95.5,7.1,29,2301.03,763.25
R00486,2024-03-11,L6,178,46.0,262.43,WhatsApp,0,95.3,8.0,44,3024.97,1168.98
R00487,2024-03-11,L3,191,42.3,66.31,WhatsApp,5,97.3,10.8,37,3038.27,950.47
R00488,2024-03-11,L5,209,38.0,0.00,Sem divulgação,0,92.7,11.9,29,2270.30,906.24
R00489,2024-03-12,L4,119,24.1,65.46,Redes sociais,0,97.3,7.5,44,3045.21,1169.56
R00490,2024-03-12,L8,109,28.8,0.00,Sem divulgação,5,95.7,5.5,54,3141.41,1228.86
R00491,2024-03-12,L2,122,34.5,0.00,Sem divulgação,0,93.4,5.5,30,2692.43,997.71
R00492,2024-03-12,L1,167,36.3,112.63,Mídia local,10,97.6,9.7,54,2722.30,1001.82
R00493,2024-03-12,L7,183,38.6,117.77,WhatsApp,0,93.7,9.1,34,2680.04,982.57
R00494,2024-03-12,L6,181,44.5,185.38,Redes sociais,0,94.8,9.2,39,3220.98,1226.75
R00495,2024-03-12,L3,187,39.6,0.00,Sem divulgação,10,94.1,10.8,33,2307.02,716.47
R00496,2024-03-12,L5,226,42.3,65.97,WhatsApp,10,94.6,11.9,42,3085.34,1049.70
R00497,2024-03-13,L4,87,24.2,0.00,Sem divulgação,5,96.1,5.6,42,3211.48,1208.72
R00498,2024-03-13,L8,171,35.9,290.33,Mídia local,15,94.5,9.0,55,3192.21,1168.03
R00499,2024-03-13,L2,149,32.7,77.02,Mídia local,0,97.3,9.6,60,4040.85,1512.98
R00500,2024-03-13,L1,141,38.2,88.61,WhatsApp,0,99.1,7.9,49,3491.39,1458.87
R00501,2024-03-13,L7,157,37.2,98.85,Redes sociais,20,94.5,8.8,47,3615.58,967.95
R00502,2024-03-13,L6,197,40.5,99.48,WhatsApp,0,92.5,11.0,41,2983.70,1136.53
R00503,2024-03-13,L3,193,41.7,194.45,Redes sociais,0,96.2,9.0,37,3699.84,1287.83
R00504,2024-03-13,L5,220,37.7,0.00,Sem divulgação,15,91.5,13.2,37,2446.32,800.44
R00505,2024-03-14,L4,131,33.5,238.65,Mídia local,0,97.4,7.1,48,3618.83,1437.76
R00506,2024-03-14,L8,118,29.1,0.00,Sem divulgação,0,94.7,7.6,43,3344.98,1287.90
R00507,2024-03-14,L2,136,28.2,0.00,Sem divulgação,0,98.5,7.8,52,3566.47,1346.63
R00508,2024-03-14,L1,187,36.3,83.38,WhatsApp,0,95.6,9.8,45,3229.37,1309.08
R00509,2024-03-14,L7,173,41.9,77.32,WhatsApp,0,96.5,9.3,44,3465.50,1226.18
R00510,2024-03-14,L6,240,40.8,129.26,WhatsApp,0,93.0,12.1,43,2621.91,980.06
R00511,2024-03-14,L3,190,42.4,61.04,Redes sociais,0,98.4,9.4,57,4011.80,1431.85
R00512,2024-03-14,L5,201,37.5,0.00,Sem divulgação,0,95.5,11.2,26,1984.84,765.74
R00513,2024-03-15,L4,151,37.3,239.44,Redes sociais,0,98.4,6.7,58,3509.07,1366.06
R00514,2024-03-15,L8,109,29.9,0.00,Sem divulgação,10,96.5,5.9,57,3807.07,1428.22
R00515,2024-03-15,L2,229,43.7,250.53,Redes sociais,15,93.4,10.1,63,4442.63,1388.85
R00516,2024-03-15,L1,154,33.0,0.00,Sem divulgação,0,97.6,9.5,42,2185.46,907.10
R00517,2024-03-15,L7,195,42.4,166.48,WhatsApp,15,92.0,11.1,39,3249.08,1054.73
R00518,2024-03-15,L6,142,40.5,0.00,Sem divulgação,5,92.9,7.2,32,2256.15,800.52
R00519,2024-03-15,L3,208,43.0,194.13,WhatsApp,10,97.1,10.7,46,4039.66,1242.54
R00520,2024-03-15,L5,229,45.5,97.61,Mídia local,5,94.8,12.7,33,2415.92,868.66
R00521,2024-03-16,L4,138,37.4,111.23,Redes sociais,15,96.0,6.8,62,4294.48,1466.28
R00522,2024-03-16,L8,186,35.2,107.23,Mídia local,0,97.2,9.6,57,4066.04,1655.95
